,id,is_double_
0,588238879438409736,0
1,601460242772922632,0
2,601137941405765640,0
3,20160429090002533592,0
4,613466575764197640,0
5,597638829897158664,0
6,575970668156293384,0
7,581383288308896008,0
8,604889764620931080,0
9,586025640663191816,0
10,569833170887774216,0
11,565617289961934856,0
12,579717684388696328,0
13,587575870923739144,0
14,614620128918638600,0
15,581023167137452040,0
16,573196905371144200,0
17,571482623969333512,0
18,580526529214156808,0
19,608567389499429128,0
20,598195495885607176,0
21,579587085699125512,0
22,599746751678648584,0
23,599335464989626632,0
24,20160707140004712417,0
25,567122649029840904,0
26,589885269142933768,0
27,576775442015457288,0
28,606418530874691592,0
29,606474909509488904,0
30,575480037633953800,0
31,20160422170002375833,0
32,544011453498134792,0
33,611191697111519240,0
34,606402308531556616,0
35,594133606532649224,0
36,20160809150005871119,0
37,516989759038427144,0
38,590515847575900168,0
39,502016235349741832,0
40,613178409958248712,0
41,604690117721853960,0
42,20160627110004371499,0
43,20160624190004295823,0
44,584736078091522312,0
45,575189557629194504,0
46,465203085950586888,0
47,493482418204840200,0
48,515018906004361480,0
49,576646569214873864,0
50,583278914193854728,0
51,588877342256926984,0
52,606554558721691656,0
53,20160429110002535967,0
54,513436038455103496,0
55,579421829886644488,0
56,613779736694362376,0
57,563397423968293128,0
58,575936133414785288,0
59,519029135339688200,0
60,591248122923979016,0
61,575789195855925512,0
62,445466710321926152,0
63,579329961081442312,0
64,545184360639238152,0
65,599233182734225416,0
66,531147368477757704,0
67,20160726160005329761,0
68,575358052123808008,0
69,600527711236002056,0
70,515863655724617992,0
71,595478187014623240,0
72,612095567341818120,0
73,20160620110004145367,0
74,575831829093814536,0
75,589312011528048904,0
76,20160604120003652837,0
77,20160506100002790376,0
78,456931152129691912,0
79,605132780623368200,0
80,577934050849722632,0
81,585736221624373512,0
82,587690146422329608,0
83,536764095131554056,0
84,593849405174452488,0
85,584393786671501320,0
86,600461773807554824,0
87,607709737890353416,0
88,564953697331712008,0
89,574991993722114056,0
90,581265101034623240,0
91,575278073004429576,0
92,608742507085303816,0
93,612062438623285256,0
94,615906468201238792,0
95,575495375910080776,0
96,576484797803663624,0
97,588478401585615112,0
98,596338218765390088,0
99,613942383054164232,0
100,584779363921170440,0
101,575140013604343816,0
102,579561424880144648,0
103,576144018572840968,0
104,575960399812235528,0
105,532481659845480456,0
106,576735413138362632,0
107,613736227031486728,0
108,609897913383915528,0
109,589034761180156168,0
110,463535210361786376,0
111,605757321246674952,0
112,578087237300785160,0
113,599103746177241352,0
114,534504781633294600,0
115,614447407899349000,0
116,20160722120005192722,0
117,20160801080005529095,0
118,548470024143114504,0
119,538595127845720072,0
120,563323450832195592,0
121,603592221723201544,0
122,582474322946298120,0
123,550638069158514952,0
124,502559718305173768,0
125,596176993016353032,0
126,571382917259858184,0
127,603332009619623944,0
128,526618335555621128,0
129,613443698117579016,0
130,604281071797800968,0
131,599181940226003208,0
132,581732747945447688,0
133,531590640148943112,0
134,600711138853785864,0
135,612198194696163336,0
136,556365031172739336,0
137,570353383517458696,0
138,575100956228718600,0
139,598192455879233544,0
140,20160627040004364271,0
141,508382962413211656,0
142,576551149545459720,0
143,576849143327101192,0
144,20160730050005456306,0
145,575383918925058056,0
146,596421465792844040,0
147,558032702381494280,0
148,577720941761532168,0
149,578735216298823688,0
150,578933141738098696,0
151,442776737005178888,0
152,575872320460034312,0
153,20160811180005945410,0
154,578725398708228104,0
155,452872007579603208,0
156,615333782504870152,0
157,575059669228196104,0
158,505675047189352712,0
159,613668148570230792,0
160,594549652548751624,0
161,588813070587924744,0
162,576574505535672584,0
163,579740148351111432,0
164,538807641460183304,0
165,498245795993096200,0
166,20160504230002751981,0
167,594718722812285192,0
168,563051249000255752,0
169,20160410160002082486,0
170,575993642850717960,0
171,615073208877453320,0
172,20160811210005948200,0
173,597895817361100808,0
174,559866159277543688,0
175,20160510140002907680,0
176,614543493833953288,0
177,585925100008640776,0
178,523158020352381192,0
179,496780266774204424,0
180,599274207783686152,0
181,610201934372016136,0
182,20160726050005306819,0
183,525256441003512072,0
184,504921786782060552,0
185,20160617170004072986,0
186,597081517910396936,0
187,597790454230028296,0
188,581615905482477832,0
189,584690561563234312,0
190,585435848858669064,0
191,594590686213312776,0
192,580540088736288776,0
193,570928657225224456,0
194,571530564746612744,0
195,469495474622042376,0
196,576843966415114504,0
197,594086380624154632,0
198,598624571364479240,0
199,590485188136407304,0
200,577196603849314568,0
201,470253710782501128,0
202,524055520693195016,0
203,602969633842008072,0
204,612970089322385672,0
205,463146231741288712,0
206,20160623220004264637,0
207,577231775328112904,0
208,586212398709346312,0
209,457656263279382536,0
210,575853037097062664,0
211,604975783194136584,0
212,20160810160005901574,0
213,588440286259056904,0
214,532710784514396168,0
215,605113391236780040,0
216,20160805120005718624,0
217,564287911088885768,0
218,614252596646908168,0
219,575132904091291656,0
220,588328095178559752,0
221,533139150400917512,0
222,504377634348601352,0
223,575991262818078984,0
224,20160410040002071238,0
225,517792649084669960,0
226,474114752398758152,0
227,578091271373984008,0
228,581070841710645256,0
229,590928874993357064,0
230,583271692759994632,0
231,599356373737672712,0
232,574039541145407752,0
233,594803333827399688,0
234,589396747130769416,0
235,593317769064222984,0
236,592656822846885896,0
237,603416978014605320,0
238,576109037918097672,0
239,609888051216257032,0
240,572082595735539976,0
241,598126773850345736,0
242,599949159436390664,0
243,575147171863597320,0
244,607136955162955784,0
245,599018545870802952,0
246,20160707140004711249,0
247,612878742062108680,0
248,499133504513118216,0
249,614572121695195400,0
250,592752185045946376,0
251,604924571488882696,0
252,531732467057430792,0
253,603279924425396488,0
254,599032904483344648,0
255,574893243934707720,0
256,557781650302308360,0
257,580513559956459528,0
258,570908583596658696,0
259,575052010647195656,0
260,583350420575883528,0
261,610740392651919368,0
262,532322410142109960,0
263,565843267359346696,0
264,512782573483593736,0
265,595438234314477832,0
266,603521250190430472,0
267,520995152156692744,0
268,520880948783353864,0
269,496797713183019272,0
270,514516171374989576,0
271,593992510573907976,0
272,603742143126704136,0
273,601337142785872136,0
274,541934745072701448,0
275,20160502070002639153,0
276,576195828989825288,0
277,576768471786852616,0
278,576954460530544648,0
279,443128538069995528,0
280,610044941170643208,0
281,503614306009485320,0
282,589951311479312392,0
283,584837914786009352,0
284,509181990520492296,0
285,599793880816161032,0
286,446934104479371272,0
287,582220744058999048,0
288,20160827160006565843,0
289,611351416644047112,0
290,589679067234570504,0
291,578884319443947784,0
292,589582235510771720,0
293,586333817233477896,0
294,585843221876183048,0
295,604929213073461256,0
296,595481753817190664,0
297,605615901152121096,0
298,584152381164359944,0
299,505614426989138184,0
300,529996501154271240,0
301,590627136922980360,0
302,575967247290339336,0
303,588076776635240456,0
304,539738688741970184,0
305,575154386603348232,0
306,476643808231035144,0
307,575195165900148744,0
308,580945489030025480,0
309,576858415876280328,0
310,20160509140002878165,0
311,563726593063653640,0
312,506955380161515528,0
313,575275280495546632,0
314,587815273801715720,0
315,603498989475598344,0
316,20160520150003201636,0
317,610917733151805704,0
318,599062096956625160,0
319,611603268753166344,0
320,610040200491438088,0
321,516580958665707528,0
322,597196789933674760,0
323,610681058341425416,0
324,452657016238772232,0
325,604921710025642248,0
326,614243386383142920,0
327,604067593334034440,0
328,577419858900160520,0
329,575043992748560648,0
330,564829357189632264,0
331,442451426946322440,0
332,591556847211647240,0
333,616393068660133896,0
334,467100832223989768,0
335,567910745036034312,0
336,20160504120002732568,0
337,504071734379417608,0
338,604848919456780552,0
